solID,perfQ,#changes,pas,reliability
5598,-0.04306005184422007,7.95,9.0,-0.8251596253838656
5612,-0.08232263709411636,5.99,14.0,-0.6059885195223784
5676,-0.12986991431745096,8.139999999999999,9.0,-0.9492251177472802
5704,-0.15724153790750808,6.1499999999999995,10.0,-0.2661498688548576
5332,-0.03850425863653855,5.99,11.0,-0.7915943748678775
5534,-0.08566900557080386,5.99,14.0,-0.1908123868830356
5554,-0.09684223647840517,7.0,12.0,-0.6101007669555263
5768,-0.16223040168297637,9.149999999999999,10.0,-0.9228134753608318
5778,-0.10338822688292415,12.08,6.0,-0.7002061918278776
5780,-0.0397697164296293,7.95,12.0,-0.8580035073862139
5784,-0.13463053744174838,6.1499999999999995,10.0,-0.3599446143790594
5794,-0.04215051545865555,5.99,11.0,-0.6219590553739318
